tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2007-500,Halle,Grass,32,A,20070611,001,102318,,LL,Andrei Pavel,R,183,ROU,33.3689253936,124,345,103694,,,Olivier Rochus,R,168,BEL,26.392881588,51,660,6-3 7-6(5),3,R32,90,14,4,73,42,34,15,10,1,1,3,2,61,38,28,13,11,1,3
2007-500,Halle,Grass,32,A,20070611,002,103813,,,Jarkko Nieminen,L,185,FIN,25.8836413415,22,1240,104019,,,Kristof Vliegen,R,193,BEL,24.9691991786,56,614,6-3 6-1,3,R32,52,1,0,45,33,29,5,8,0,0,2,2,44,30,17,5,8,1,5
2007-500,Halle,Grass,32,A,20070611,003,103794,,,Benjamin Becker,R,178,GER,25.9849418207,44,734,104559,,,Teymuraz Gabashvili,R,188,RUS,22.0506502396,82,511,6-4 7-6(1),3,R32,99,8,1,61,31,27,18,11,0,1,5,6,95,44,35,19,11,12,14
2007-500,Halle,Grass,32,A,20070611,004,102967,,,Marc Gicquel,R,188,FRA,30.1984941821,42,746,103900,7,,David Nalbandian,R,180,ARG,25.440109514,25,1115,5-7 6-2 6-4,3,R32,111,5,2,90,49,39,21,15,2,4,8,7,86,47,38,17,15,2,6
2007-500,Halle,Grass,32,A,20070611,005,104607,4,,Tomas Berdych,R,196,CZE,21.7303216975,13,1875,103017,,WC,Nicolas Kiefer,R,183,GER,29.9329226557,,,6-4 7-6(3),3,R32,100,9,1,60,36,31,15,11,2,3,9,4,80,43,33,15,11,6,8
2007-500,Halle,Grass,32,A,20070611,006,102148,,,Fabrice Santoro,R,178,FRA,34.5023956194,53,621,103325,,Q,Wesley Moodie,R,196,RSA,28.3203285421,139,308,6-3 7-6(9),3,R32,86,3,0,69,41,37,17,11,3,3,8,3,71,45,35,14,10,4,5
2007-500,Halle,Grass,32,A,20070611,007,104217,,Q,Simon Stadler,L,183,GER,23.8932238193,227,167,104999,,WC,Mischa Zverev,L,190,GER,19.8028747433,128,334,6-4 7-6(5),3,R32,82,2,2,77,47,33,16,11,3,4,3,1,63,49,35,7,11,2,4
2007-500,Halle,Grass,32,A,20070611,008,104022,6,,Mikhail Youzhny,R,183,RUS,24.9609856263,14,1800,103188,,,Michael Russell,R,173,USA,29.1115674196,70,554,6-2 6-2,3,R32,60,4,2,39,20,19,13,8,0,0,0,1,42,27,19,3,8,3,7
2007-500,Halle,Grass,32,A,20070611,009,103529,,Q,Aisam Ul Haq Qureshi,R,183,PAK,27.2334017796,304,114,104755,5,,Richard Gasquet,R,185,FRA,20.9801505818,11,1900,7-6(8) 6-4,3,R32,98,12,6,78,47,38,15,11,6,7,6,2,64,34,25,20,11,1,3
2007-500,Halle,Grass,32,A,20070611,010,104259,,,Philipp Kohlschreiber,R,178,GER,23.65229295,34,890,103171,,Q,Raemon Sluiter,R,185,NED,29.1608487337,167,263,7-6(5) 7-5,3,R32,95,9,2,77,42,35,21,12,2,2,12,5,71,42,34,16,12,0,1
2007-500,Halle,Grass,32,A,20070611,011,105095,,,Evgeny Korolev,R,185,KAZ,19.3210130048,84,500,104527,,,Stanislas Wawrinka,R,183,SUI,22.2039698836,41,770,3-6 6-3 6-4,3,R32,115,6,2,89,50,33,21,14,3,6,8,4,84,52,37,13,14,3,7
2007-500,Halle,Grass,32,A,20070611,012,103484,3,,James Blake,R,185,USA,27.4524298426,8,2110,105023,,,Sam Querrey,R,198,USA,19.6769336071,80,512,4-6 6-4 6-3,3,R32,94,12,5,98,57,45,19,15,9,12,15,5,81,42,31,16,14,5,9
2007-500,Halle,Grass,32,A,20070611,013,104571,8,,Marcos Baghdatis,R,183,CYP,21.9822039699,18,1490,104468,,,Gilles Simon,R,183,FRA,22.4531143053,52,650,6-3 6-3,3,R32,70,6,2,51,28,21,15,9,1,2,2,6,65,38,25,9,9,3,7
2007-500,Halle,Grass,32,A,20070611,014,104417,,,Robin Soderling,R,193,SWE,22.8227241615,28,965,102905,,,Stefan Koubek,L,175,AUT,30.4366872005,63,578,5-7 6-3 7-5,3,R32,113,14,4,96,73,56,11,16,6,7,5,4,112,70,45,24,17,6,9
2007-500,Halle,Grass,32,A,20070611,015,104252,,,Florian Mayer,R,190,GER,23.6824093087,37,828,102306,,WC,Michael Kohlmann,R,188,GER,33.4127310062,1494,1,7-6(4) 7-5,3,R32,87,5,3,74,46,38,15,12,4,5,7,5,77,50,39,12,12,1,3
2007-500,Halle,Grass,32,A,20070611,016,103786,2,,Nikolay Davydenko,R,178,RUS,26.0232717317,3,3040,103781,,,Jurgen Melzer,L,183,AUT,26.0533880903,31,950,7-6(6) 4-6 6-2,3,R32,120,15,10,91,58,51,12,15,1,3,6,5,94,57,40,18,15,3,6
2007-500,Halle,Grass,32,A,20070611,017,103813,,,Jarkko Nieminen,L,185,FIN,25.8836413415,22,1240,102318,,LL,Andrei Pavel,R,183,ROU,33.3689253936,124,345,7-6(5) 3-6 6-1,3,R16,110,3,4,78,48,36,15,14,1,5,8,3,92,53,38,14,14,6,11
2007-500,Halle,Grass,32,A,20070611,018,102967,,,Marc Gicquel,R,188,FRA,30.1984941821,42,746,103794,,,Benjamin Becker,R,178,GER,25.9849418207,44,734,6-2 7-6(5),3,R16,95,10,2,67,42,34,16,10,6,6,7,0,70,32,26,19,10,6,8
2007-500,Halle,Grass,32,A,20070611,019,104607,4,,Tomas Berdych,R,196,CZE,21.7303216975,13,1875,102148,,,Fabrice Santoro,R,178,FRA,34.5023956194,53,621,6-3 7-6(5),3,R16,86,9,3,63,37,29,18,10,2,2,5,2,71,40,29,16,11,1,3
2007-500,Halle,Grass,32,A,20070611,020,104022,6,,Mikhail Youzhny,R,183,RUS,24.9609856263,14,1800,104217,,Q,Simon Stadler,L,183,GER,23.8932238193,227,167,6-4 1-6 6-3,3,R16,122,7,1,92,61,43,14,13,4,7,5,2,86,54,39,14,13,7,10
2007-500,Halle,Grass,32,A,20070611,021,104259,,,Philipp Kohlschreiber,R,178,GER,23.65229295,34,890,103529,,Q,Aisam Ul Haq Qureshi,R,183,PAK,27.2334017796,304,114,6-4 6-3,3,R16,73,6,1,53,31,27,13,9,0,0,5,2,55,40,27,8,10,4,7
2007-500,Halle,Grass,32,A,20070611,022,103484,3,,James Blake,R,185,USA,27.4524298426,8,2110,105095,,,Evgeny Korolev,R,185,KAZ,19.3210130048,84,500,7-5 6-1,3,R16,65,16,3,55,32,29,12,10,0,0,0,4,67,39,27,11,9,6,9
2007-500,Halle,Grass,32,A,20070611,023,104571,8,,Marcos Baghdatis,R,183,CYP,21.9822039699,18,1490,104417,,,Robin Soderling,R,193,SWE,22.8227241615,28,965,6-7(9) 6-4 6-3,3,R16,121,14,0,96,51,43,26,16,2,4,7,5,98,59,46,17,15,4,8
2007-500,Halle,Grass,32,A,20070611,024,104252,,,Florian Mayer,R,190,GER,23.6824093087,37,828,103786,2,,Nikolay Davydenko,R,178,RUS,26.0232717317,3,3040,6-4 6-4,3,R16,71,3,3,54,30,22,18,10,3,4,3,5,62,30,25,14,10,1,4
2007-500,Halle,Grass,32,A,20070611,025,103813,,,Jarkko Nieminen,L,185,FIN,25.8836413415,22,1240,102967,,,Marc Gicquel,R,188,FRA,30.1984941821,42,746,6-4 RET,3,QF,31,3,0,32,18,14,7,5,0,0,3,0,23,15,12,5,5,0,1
2007-500,Halle,Grass,32,A,20070611,026,104607,4,,Tomas Berdych,R,196,CZE,21.7303216975,13,1875,104022,6,,Mikhail Youzhny,R,183,RUS,24.9609856263,14,1800,W/O,3,QF,,,,,,,,,,,,,,,,,,,
2007-500,Halle,Grass,32,A,20070611,027,104259,,,Philipp Kohlschreiber,R,178,GER,23.65229295,34,890,103484,3,,James Blake,R,185,USA,27.4524298426,8,2110,6-4 6-3,3,QF,72,5,0,52,29,26,15,10,0,0,10,4,59,29,22,13,9,2,4
2007-500,Halle,Grass,32,A,20070611,028,104571,8,,Marcos Baghdatis,R,183,CYP,21.9822039699,18,1490,104252,,,Florian Mayer,R,190,GER,23.6824093087,37,828,6-3 6-3,3,QF,59,9,0,52,32,26,14,9,1,1,1,0,51,39,23,7,9,2,5
2007-500,Halle,Grass,32,A,20070611,029,104607,4,,Tomas Berdych,R,196,CZE,21.7303216975,13,1875,103813,,,Jarkko Nieminen,L,185,FIN,25.8836413415,22,1240,7-6(5) 6-4,3,SF,84,7,4,65,37,31,16,11,2,3,4,1,75,44,30,18,11,4,6
2007-500,Halle,Grass,32,A,20070611,030,104571,8,,Marcos Baghdatis,R,183,CYP,21.9822039699,18,1490,104259,,,Philipp Kohlschreiber,R,178,GER,23.65229295,34,890,7-6(1) 6-4,3,SF,101,6,2,66,35,30,17,11,6,7,6,2,92,54,35,19,11,9,11
2007-500,Halle,Grass,32,A,20070611,031,104607,4,,Tomas Berdych,R,196,CZE,21.7303216975,13,1875,104571,8,,Marcos Baghdatis,R,183,CYP,21.9822039699,18,1490,7-5 6-4,3,F,81,8,2,63,37,35,14,11,3,3,4,2,67,40,33,11,11,3,5
2007-568,St. Petersburg,Carpet,32,A,20071022,001,103786,1,,Nikolay Davydenko,R,178,RUS,26.3874058864,4,3250,103835,,,Filippo Volandri,R,183,ITA,26.1273100616,44,721,6-1 6-1,3,R32,57,2,1,35,18,17,9,7,0,1,1,2,52,26,12,7,7,3,9
2007-568,St. Petersburg,Carpet,32,A,20071022,002,105227,,Q,Marin Cilic,R,198,CRO,19.0636550308,102,428,103862,,WC,Michail Elgin,R,183,RUS,26.0205338809,299,121,6-3 6-4,3,R32,64,10,3,51,34,29,8,10,0,1,3,2,58,35,22,12,9,0,3
2007-568,St. Petersburg,Carpet,32,A,20071022,003,103454,,,Nicolas Massu,R,183,CHI,28.0328542094,78,506,104559,,,Teymuraz Gabashvili,R,188,RUS,22.4147843943,103,420,3-6 6-3 6-4,3,R32,118,3,0,90,64,43,19,14,6,7,3,2,74,48,33,18,14,4,6
2007-568,St. Petersburg,Carpet,32,A,20071022,004,105208,,,Ernests Gulbis,R,190,LAT,19.1430527036,47,698,102563,8,,Thomas Johansson,R,180,SWE,32.5804243669,38,770,6-2 6-1,3,R32,47,11,1,38,23,22,8,7,3,3,2,2,42,24,12,7,8,1,6
2007-568,St. Petersburg,Carpet,32,A,20071022,005,103808,4,,Potito Starace,R,188,ITA,26.2724161533,28,937,104019,,,Kristof Vliegen,R,193,BEL,25.3333333333,85,464,3-6 6-4 7-6(3),3,R32,133,3,2,93,72,51,9,15,5,9,6,4,108,66,44,21,16,5,9
2007-568,St. Petersburg,Carpet,32,A,20071022,006,104783,,Q,Mikhail Ledovskikh,R,188,RUS,21.2046543463,220,180,105062,,Q,Mikhail Kukushkin,R,183,KAZ,19.8220396988,207,197,7-5 6-3,3,R32,79,20,2,68,41,39,9,11,0,0,5,1,62,45,35,6,10,3,5
2007-568,St. Petersburg,Carpet,32,A,20071022,007,104620,,,Simone Bolelli,R,183,ITA,22.0369609856,91,449,102035,,,Jonas Bjorkman,R,183,SWE,35.5811088296,62,600,7-6(8) 6-2,3,R32,112,6,1,82,57,38,15,10,2,2,2,4,81,48,35,14,10,4,6
2007-568,St. Petersburg,Carpet,32,A,20071022,008,104269,6,,Fernando Verdasco,L,188,ESP,23.9342915811,30,935,102381,,,Werner Eschauer,R,188,AUT,33.4893908282,67,568,7-6(4) 6-1,3,R32,82,3,1,56,46,37,7,10,0,1,7,6,70,31,23,18,9,1,4
2007-568,St. Petersburg,Carpet,32,A,20071022,009,104259,7,,Philipp Kohlschreiber,R,178,GER,24.0164271047,34,895,105095,,,Evgeny Korolev,R,185,KAZ,19.6851471595,89,460,7-6(4) 6-3,3,R32,99,5,1,73,52,36,11,11,2,4,3,4,64,38,24,12,10,4,7
2007-568,St. Petersburg,Carpet,32,A,20071022,010,104707,,WC,Denis Matsukevitch,R,190,RUS,21.568788501,385,84,103857,,,Igor Kunitsyn,R,180,RUS,26.0588637919,100,429,7-6(2) 6-3,3,R32,96,3,3,74,40,29,19,11,2,3,2,1,62,38,26,10,10,1,3
2007-568,St. Petersburg,Carpet,32,A,20071022,011,104339,,,Mario Ancic,R,196,CRO,23.5619438741,37,795,102839,,,Nicolas Lapentti,R,188,ECU,31.189596167,111,401,6-4 6-1,3,R32,67,4,1,41,26,20,11,8,0,1,3,1,52,27,19,7,9,1,6
2007-568,St. Petersburg,Carpet,32,A,20071022,012,104022,3,,Mikhail Youzhny,R,183,RUS,25.325119781,19,1410,102925,,,Justin Gimelstob,R,196,USA,30.7351129363,549,40,6-2 6-4,3,R32,68,5,1,46,25,20,17,9,1,1,1,2,53,26,18,12,9,0,3
2007-568,St. Petersburg,Carpet,32,A,20071022,013,104098,5,,Dmitry Tursunov,R,185,RUS,24.8596851472,27,950,103781,,,Jurgen Melzer,L,183,AUT,26.417522245,60,610,7-6(6) 7-6(0),3,R32,112,7,5,86,56,44,16,12,4,5,4,3,95,64,44,16,12,7,8
2007-568,St. Petersburg,Carpet,32,A,20071022,014,104081,,,Boris Pashanski,R,180,SRB,24.9664613279,84,472,104198,,,Guillermo Garcia Lopez,R,188,ESP,24.3832991102,97,432,7-6(6) 6-4,3,R32,109,5,1,84,56,35,14,11,4,7,2,4,70,37,26,13,11,3,7
2007-568,St. Petersburg,Carpet,32,A,20071022,015,104160,,Q,Lukas Dlouhy,R,185,CZE,24.5366187543,131,330,105189,,WC,Pavel Chekhov,R,,RUS,19.2361396304,334,101,7-6(5) 6-4,3,R32,74,4,4,75,53,42,13,11,2,2,14,3,70,44,39,10,11,2,3
2007-568,St. Petersburg,Carpet,32,A,20071022,016,104918,2,,Andy Murray,R,190,GBR,20.4380561259,16,1480,103018,,,Max Mirnyi,R,196,BLR,30.2943189596,121,360,6-2 6-2,3,R32,52,3,0,39,21,18,14,8,0,0,4,4,44,25,17,7,8,2,6
2007-568,St. Petersburg,Carpet,32,A,20071022,017,105227,,Q,Marin Cilic,R,198,CRO,19.0636550308,102,428,103786,1,,Nikolay Davydenko,R,178,RUS,26.3874058864,4,3250,1-6 7-5 6-1,3,R16,116,4,0,82,45,29,20,13,4,7,1,10,82,58,39,8,13,4,8
2007-568,St. Petersburg,Carpet,32,A,20071022,018,105208,,,Ernests Gulbis,R,190,LAT,19.1430527036,47,698,103454,,,Nicolas Massu,R,183,CHI,28.0328542094,78,506,6-1 6-2,3,R16,51,14,0,41,29,28,6,8,1,1,1,2,45,23,13,8,7,4,8
2007-568,St. Petersburg,Carpet,32,A,20071022,019,103808,4,,Potito Starace,R,188,ITA,26.2724161533,28,937,104783,,Q,Mikhail Ledovskikh,R,188,RUS,21.2046543463,220,180,7-6(4) 6-2,3,R16,88,2,1,72,51,36,13,10,5,6,7,4,64,34,23,14,10,1,4
2007-568,St. Petersburg,Carpet,32,A,20071022,020,104269,6,,Fernando Verdasco,L,188,ESP,23.9342915811,30,935,104620,,,Simone Bolelli,R,183,ITA,22.0369609856,91,449,6-4 6-4,3,R16,77,5,1,55,46,36,6,10,1,1,1,2,69,37,25,19,10,7,9
2007-568,St. Petersburg,Carpet,32,A,20071022,021,104259,7,,Philipp Kohlschreiber,R,178,GER,24.0164271047,34,895,104707,,WC,Denis Matsukevitch,R,190,RUS,21.568788501,385,84,6-1 6-1,3,R16,59,0,0,41,24,20,10,7,2,2,1,0,47,25,12,10,7,6,11
2007-568,St. Petersburg,Carpet,32,A,20071022,022,104022,3,,Mikhail Youzhny,R,183,RUS,25.325119781,19,1410,104339,,,Mario Ancic,R,196,CRO,23.5619438741,37,795,6-4 6-2,3,R16,85,3,4,55,31,25,16,9,4,4,0,3,62,38,20,14,9,4,7
2007-568,St. Petersburg,Carpet,32,A,20071022,023,104098,5,,Dmitry Tursunov,R,185,RUS,24.8596851472,27,950,104081,,,Boris Pashanski,R,180,SRB,24.9664613279,84,472,4-6 6-3 6-4,3,R16,112,14,6,86,43,35,24,15,2,4,4,2,80,45,34,18,14,0,3
2007-568,St. Petersburg,Carpet,32,A,20071022,024,104918,2,,Andy Murray,R,190,GBR,20.4380561259,16,1480,104160,,Q,Lukas Dlouhy,R,185,CZE,24.5366187543,131,330,6-2 6-4,3,R16,70,3,3,69,40,31,12,9,4,5,4,5,61,38,25,5,9,2,6
2007-568,St. Petersburg,Carpet,32,A,20071022,025,105227,,Q,Marin Cilic,R,198,CRO,19.0636550308,102,428,105208,,,Ernests Gulbis,R,190,LAT,19.1430527036,47,698,6-4 6-4,3,QF,84,9,1,60,30,23,21,10,1,1,2,4,72,44,32,12,10,7,9
2007-568,St. Petersburg,Carpet,32,A,20071022,026,104269,6,,Fernando Verdasco,L,188,ESP,23.9342915811,30,935,103808,4,,Potito Starace,R,188,ITA,26.2724161533,28,937,6-3 6-4,3,QF,69,4,1,47,38,33,7,10,0,0,1,3,61,45,28,8,9,2,4
2007-568,St. Petersburg,Carpet,32,A,20071022,027,104022,3,,Mikhail Youzhny,R,183,RUS,25.325119781,19,1410,104259,7,,Philipp Kohlschreiber,R,178,GER,24.0164271047,34,895,6-4 RET,3,QF,42,0,0,27,14,10,6,5,1,3,1,1,27,16,8,4,5,0,3
2007-568,St. Petersburg,Carpet,32,A,20071022,028,104918,2,,Andy Murray,R,190,GBR,20.4380561259,16,1480,104098,5,,Dmitry Tursunov,R,185,RUS,24.8596851472,27,950,3-6 7-6(2) 6-4,3,QF,134,9,4,111,57,47,27,15,12,14,6,2,91,57,43,20,16,1,3
2007-568,St. Petersburg,Carpet,32,A,20071022,029,104269,6,,Fernando Verdasco,L,188,ESP,23.9342915811,30,935,105227,,Q,Marin Cilic,R,198,CRO,19.0636550308,102,428,6-2 6-3,3,SF,69,1,0,52,43,35,5,9,1,1,4,2,49,25,16,11,8,2,5
2007-568,St. Petersburg,Carpet,32,A,20071022,030,104918,2,,Andy Murray,R,190,GBR,20.4380561259,16,1480,104022,3,,Mikhail Youzhny,R,183,RUS,25.325119781,19,1410,6-2 5-7 7-6(1),3,SF,151,10,2,102,54,45,24,16,2,4,3,3,104,67,50,17,16,5,8
2007-568,St. Petersburg,Carpet,32,A,20071022,031,104918,2,,Andy Murray,R,190,GBR,20.4380561259,16,1480,104269,6,,Fernando Verdasco,L,188,ESP,23.9342915811,30,935,6-2 6-3,3,F,77,1,0,51,23,19,16,8,1,1,1,0,59,40,22,8,9,3,7
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,001,103990,1,,Tommy Robredo,R,180,ESP,25.1307323751,7,2200,104361,,Q,Michel Koning,U,,NED,23.1293634497,793,16,6-4 7-6(4),3,R32,79,3,0,57,38,33,16,11,0,0,8,3,74,47,36,12,11,4,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,002,104019,,,Kristof Vliegen,R,193,BEL,24.9883641342,79,519,102148,,,Fabrice Santoro,R,178,FRA,34.5215605749,58,586,6-3 1-1 RET,3,R32,52,3,2,38,23,17,8,6,2,3,1,1,32,11,7,10,5,3,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,003,103193,,Q,Peter Wessels,R,196,NED,29.1143052704,488,55,103534,,,Nicolas Devilder,L,173,FRA,27.2306639288,104,414,6-4 6-3,3,R32,58,6,1,45,25,23,13,9,0,0,9,3,63,35,27,11,10,4,7
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,004,104122,,,Carlos Berlocq,R,183,ARG,24.3696098563,94,454,103507,5,,Juan Carlos Ferrero,R,183,ESP,27.3456536619,18,1355,2-6 6-3 6-2,3,R32,100,9,2,83,52,40,16,13,5,7,2,1,79,55,36,12,12,5,8
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,005,103254,,LL,Yves Allegro,R,183,SUI,28.8158795346,,,103709,,,Kristian Pless,R,188,DEN,26.3518138261,82,514,7-6(4) 3-6 6-4,3,R32,110,12,2,97,67,49,17,15,7,9,10,2,103,64,46,22,16,2,4
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,006,103794,,,Benjamin Becker,R,178,GER,26.0041067762,44,739,103694,,,Olivier Rochus,R,168,BEL,26.4120465435,51,655,6-3 7-6(4),3,R32,102,16,5,98,52,40,23,11,10,10,5,2,58,36,28,11,10,0,1
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,007,102179,,Q,Antony Dupuis,R,185,FRA,34.3107460643,345,97,105217,,WC,Thiemo De Bakker,R,193,NED,18.7433264887,390,81,7-5 7-6(1),3,R32,105,6,0,69,52,39,13,12,0,1,3,2,96,65,43,13,12,9,11
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,008,103373,,,Sergio Roitman,R,185,ARG,28.090349076,70,554,104259,7,,Philipp Kohlschreiber,R,178,GER,23.6714579055,28,985,6-2 RET,3,R32,35,1,1,18,11,11,5,4,0,0,0,3,31,16,11,5,4,4,6
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,009,103898,,,Julien Benneteau,R,185,FRA,25.492128679,57,590,103428,6,,Juan Ignacio Chela,R,190,ARG,27.8001368925,20,1305,6-4 6-4,3,R32,113,3,3,60,39,28,13,10,1,2,1,5,65,31,18,19,10,7,10
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,010,104898,,WC,Robin Haase,R,190,NED,20.1998631075,131,328,103722,,,Florent Serra,R,180,FRA,26.2997946612,75,525,5-7 6-4 6-4,3,R32,96,15,4,85,48,41,23,16,3,4,6,1,91,64,49,15,16,3,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,011,103582,,Q,Michael Berrer,L,193,GER,26.9623545517,103,414,103701,,,Diego Hartfield,R,185,ARG,26.3764544832,89,480,6-3 6-0,3,R32,43,7,1,38,30,28,4,8,0,0,4,0,33,23,12,2,7,0,4
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,012,103084,3,,Guillermo Canas,R,185,ARG,29.5605749487,17,1522,105208,,,Ernests Gulbis,R,190,LAT,18.7980835044,84,512,7-6(5) 7-5,3,R32,87,8,1,63,40,33,18,12,0,0,6,5,82,44,35,19,12,5,6
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,013,104386,,,Janko Tipsarevic,R,180,SRB,22.9869952088,62,571,102967,8,,Marc Gicquel,R,188,FRA,30.2176591376,42,776,6-4 6-2,3,R32,64,12,2,48,27,21,16,9,1,1,6,3,55,26,24,9,9,2,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,014,104160,,LL,Lukas Dlouhy,R,185,CZE,24.1916495551,112,374,103821,,,Danai Udomchoke,R,173,THA,25.8507871321,115,371,4-6 6-3 6-4,3,R32,99,9,3,96,60,44,21,15,4,5,4,5,89,45,37,22,14,2,4
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,015,104312,,,Andreas Seppi,R,190,ITA,23.3210130048,100,432,103580,,,Alexander Peya,R,183,AUT,26.9733059548,105,406,6-4 6-4,3,R32,97,4,3,79,39,28,18,10,3,5,4,5,72,33,24,14,10,3,7
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,016,103344,2,,Ivan Ljubicic,R,193,CRO,28.2491444216,13,1885,104792,,,Gael Monfils,R,193,FRA,20.7939767283,73,537,3-6 6-3 6-0,3,R32,85,9,3,78,45,34,20,12,4,5,17,6,65,29,23,18,12,5,9
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,017,103990,1,,Tommy Robredo,R,180,ESP,25.1307323751,7,2200,104019,,,Kristof Vliegen,R,193,BEL,24.9883641342,79,519,6-4 6-7(3) 6-3,3,R16,114,10,2,83,60,53,15,16,0,0,10,5,95,58,47,18,15,4,6
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,018,103193,,Q,Peter Wessels,R,196,NED,29.1143052704,488,55,104122,,,Carlos Berlocq,R,183,ARG,24.3696098563,94,454,6-2 7-6(3),3,R16,79,10,3,59,34,29,16,10,0,0,5,1,78,60,39,8,10,5,7
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,019,103794,,,Benjamin Becker,R,178,GER,26.0041067762,44,739,103254,,LL,Yves Allegro,R,183,SUI,28.8158795346,,,6-4 7-6(6),3,R16,80,8,3,59,32,29,20,11,0,0,5,5,86,54,38,17,11,7,8
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,020,102179,,Q,Antony Dupuis,R,185,FRA,34.3107460643,345,97,103373,,,Sergio Roitman,R,185,ARG,28.090349076,70,554,6-4 7-6(2),3,R16,79,8,0,57,46,38,10,11,0,0,4,0,68,47,37,9,11,4,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,021,103898,,,Julien Benneteau,R,185,FRA,25.492128679,57,590,104898,,WC,Robin Haase,R,190,NED,20.1998631075,131,328,7-6(5) 6-3,3,R16,90,5,1,63,43,32,17,11,3,3,7,6,75,44,33,14,10,7,8
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,022,103582,,Q,Michael Berrer,L,193,GER,26.9623545517,103,414,103084,3,,Guillermo Canas,R,185,ARG,29.5605749487,17,1522,3-6 6-4 6-4,3,R16,112,10,2,89,64,49,13,15,4,6,9,3,83,53,40,15,14,3,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,023,104386,,,Janko Tipsarevic,R,180,SRB,22.9869952088,62,571,104160,,LL,Lukas Dlouhy,R,185,CZE,24.1916495551,112,374,6-2 2-6 7-5,3,R16,95,8,3,84,45,39,20,14,6,8,7,10,87,58,45,12,14,2,5
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,024,103344,2,,Ivan Ljubicic,R,193,CRO,28.2491444216,13,1885,104312,,,Andreas Seppi,R,190,ITA,23.3210130048,100,432,6-3 6-4,3,R16,58,10,1,48,35,30,10,10,0,0,7,3,45,23,18,12,9,0,2
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,025,103193,,Q,Peter Wessels,R,196,NED,29.1143052704,488,55,103990,1,,Tommy Robredo,R,180,ESP,25.1307323751,7,2200,6-3 6-3,3,QF,66,5,2,57,41,34,6,9,2,2,4,2,59,37,24,10,9,1,4
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,026,102179,,Q,Antony Dupuis,R,185,FRA,34.3107460643,345,97,103794,,,Benjamin Becker,R,178,GER,26.0041067762,44,739,7-6(2) 6-3,3,QF,83,11,0,79,59,43,13,11,4,4,14,2,60,39,29,11,10,2,3
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,027,103898,,,Julien Benneteau,R,185,FRA,25.492128679,57,590,103582,,Q,Michael Berrer,L,193,GER,26.9623545517,103,414,7-6(2) 7-5,3,QF,92,6,0,64,45,32,14,12,1,3,5,1,68,36,27,16,12,1,4
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,028,103344,2,,Ivan Ljubicic,R,193,CRO,28.2491444216,13,1885,104386,,,Janko Tipsarevic,R,180,SRB,22.9869952088,62,571,6-3 6-7(8) 6-3,3,QF,133,25,5,121,86,64,17,16,11,11,15,10,92,57,48,15,14,6,8
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,029,103193,,Q,Peter Wessels,R,196,NED,29.1143052704,488,55,102179,,Q,Antony Dupuis,R,185,FRA,34.3107460643,345,97,7-6(5) 7-6(3),3,SF,90,15,3,72,56,45,10,12,2,3,9,3,88,62,47,10,12,2,3
2007-440,'s-Hertogenbosch,Grass,32,A,20070617,030,103344,2,,Ivan Ljubicic,R,193,CRO,28.2491444216,13,1885,103898,,,Julien Benneteau,R,185,FRA,25.492128679,57,590,7-6(1) 3-6 6-4,3,SF,133,16,5,91,55,45,20,15,4,5,8,3,101,68,50,17,16,5,6
